City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
297,yarmouth,41.7057,-70.2286,7.67,56,100,4.98,US,1713756007
298,kavalerovo,44.2661,135.0572,8.86,65,100,3.28,RU,1713756008
299,hadibu,12.65,54.0333,27.49,76,42,0.93,YE,1713756008
300,borogontsy,62.6683,131.1683,1.93,96,84,4.0,RU,1713756008
301,dudinka,69.4058,86.1778,-16.88,93,94,1.12,RU,1713756008
302,arkhangel'sk,64.5401,40.5433,-7.61,91,100,3.46,RU,1713756009
303,singaraja,-8.112,115.0882,29.3,76,99,1.63,ID,1713756009
304,las tablas,7.7667,-80.2833,27.33,76,65,2.4,PA,1713756009
305,paracuru,-3.41,-39.0306,25.19,91,100,2.83,BR,1713756009
306,teknaf,20.8624,92.3058,30.51,71,100,2.73,BD,1713756010
307,pacasmayo,-7.4006,-79.5714,21.27,83,99,3.95,PE,1713756010
308,manacapuru,-3.2997,-60.6206,23.68,94,100,1.35,BR,1713756010
309,murun-kuren,49.6342,100.1625,3.94,32,72,6.23,MN,1713756010
310,sept-iles,50.2001,-66.3821,0.94,90,96,2.05,CA,1713756011
311,wulingyuan,29.3494,110.5441,17.75,83,100,0.63,CN,1713756011
312,la'ie,21.6477,-157.9253,23.13,72,23,7.39,US,1713756011
313,santa ana de yacuma,-13.75,-65.4333,25.86,81,100,2.76,BO,1713756011
314,touros,-5.1989,-35.4608,25.77,90,100,3.6,BR,1713756012
315,ponta delgada,37.7333,-25.6667,16.52,91,100,2.05,PT,1713756012
316,coquimbo,-29.9533,-71.3436,16.72,77,100,1.37,CL,1713756012
317,la passe,45.5549,-0.8967,4.26,85,1,5.15,FR,1713756012
318,prineville,44.2999,-120.8345,8.8,44,15,3.68,US,1713756013
319,el bauga,18.262,33.9081,24.33,39,0,4.0,SD,1713756013
320,puerto baquerizo moreno,-0.9,-89.6,24.45,91,21,4.73,EC,1713756013
321,tulun,54.5611,100.5792,1.46,67,98,4.95,RU,1713756013
322,lompoc,34.6391,-120.4579,12.58,91,0,3.05,US,1713756014
323,punta arenas,-53.15,-70.9167,5.96,82,90,3.76,CL,1713756014
324,usinsk,65.9939,57.5281,-15.83,89,11,3.41,RU,1713756014
325,qarauyl,48.9451,79.255,14.02,54,0,3.64,KZ,1713756014
326,yemva,62.59,50.8594,-0.85,79,99,2.76,RU,1713756015
327,kittila,67.6647,24.8936,-12.5,97,95,0.35,FI,1713756015
328,severnoye,56.3491,78.3619,3.77,81,100,4.94,RU,1713756015
329,coahuayana de hidalgo,18.7,-103.6583,21.15,90,0,0.76,MX,1713756015
330,chikhli,20.35,76.25,28.14,39,99,2.87,IN,1713756015
331,richards bay,-28.783,32.0377,20.47,95,39,3.21,ZA,1713756016
332,xining,36.6167,101.7667,12.73,33,4,2.2,CN,1713756016
333,alupka,44.4167,34.05,10.57,71,97,5.17,UA,1713756016
334,haiku-pauwela,20.9219,-156.3051,22.17,76,37,6.39,US,1713756017
335,magaramkent,41.6159,48.348,16.81,61,70,1.54,RU,1713756017
336,gobabis,-22.45,18.9667,18.15,43,0,4.63,NA,1713756017
337,yuzhnoural'sk,54.4418,61.2536,14.9,70,99,4.18,RU,1713756017
338,fada,9.5667,8.3,22.01,84,100,0.97,NG,1713756018
339,saynshand,44.8824,110.1163,7.41,30,11,7.13,MN,1713756018
340,sechura,-5.5569,-80.8222,23.76,73,70,4.71,PE,1713756018
341,maintirano,-18.0667,44.0167,23.45,81,0,4.06,MG,1713756019
342,fort mcmurray,56.7268,-111.381,9.0,44,96,1.75,CA,1713756019
343,murzuq,25.9155,13.9184,26.18,11,100,4.7,LY,1713756019
344,ugbokpo,7.6565,7.8664,25.1,86,99,1.64,NG,1713756019
345,birao,10.2849,22.7882,26.98,52,39,2.22,CF,1713756020
346,tamandare,-8.7597,-35.1047,25.58,88,67,0.84,BR,1713756020
347,aykhal,66.0,111.5,0.5,100,100,2.73,RU,1713756021
348,bolkhov,53.4433,36.0044,7.52,75,76,7.47,RU,1713756021
349,mount isa,-20.7333,139.5,27.02,25,6,8.39,AU,1713756021
350,kajuru,10.3192,7.6892,23.38,76,86,1.34,NG,1713756021
351,sunne,59.8376,13.143,-3.35,73,8,2.25,SE,1713756022
352,ocos,14.5094,-92.1933,28.52,76,14,2.78,GT,1713756022
353,sebastopol,44.6,33.5333,10.39,66,75,3.67,UA,1713756022
354,ghat,24.9647,10.1728,27.9,10,69,5.34,LY,1713756022
355,cocachacra,-17.0883,-71.7575,19.98,84,100,1.53,PE,1713756023
356,cobija,-11.0267,-68.7692,26.9,78,100,1.26,BO,1713756023
357,chota,-6.55,-78.65,13.09,92,96,1.43,PE,1713756023
358,sao tome,0.3365,6.7273,28.28,83,76,2.66,ST,1713756023
359,usogorsk,63.4106,48.6872,-3.21,86,100,3.05,RU,1713756024
360,palmas,-10.2128,-48.3603,24.52,91,100,1.34,BR,1713756024
361,tura,25.5198,90.2201,32.58,36,94,2.89,IN,1713756024
362,sisimiut,66.9395,-53.6735,-1.02,89,100,4.19,GL,1713755839
363,cam pha mines,21.0167,107.3,25.3,80,80,2.81,VN,1713756025
364,dunedin,-45.8742,170.5036,11.88,59,15,8.06,NZ,1713755928
365,nishinoomote,30.7333,131.0,20.04,79,100,9.03,JP,1713756025
366,yangiyer,40.275,68.8225,23.45,43,100,1.93,UZ,1713756025
367,aitape,-3.1374,142.3475,31.01,62,56,3.98,PG,1713756025
368,carnarvon,-24.8667,113.6333,27.39,37,0,7.25,AU,1713756026
369,tolanaro,-25.0319,46.9987,19.79,89,2,1.41,MG,1713756026
370,phrai bueng,14.7483,104.3626,36.88,37,80,4.82,TH,1713756026
371,pontes e lacerda,-15.2261,-59.3353,23.34,95,98,0.61,BR,1713756026
372,ungsang-nodongjagu,42.3578,130.4622,5.99,80,100,4.5,KP,1713756027
373,mana,5.6592,-53.7767,25.31,92,100,2.18,GF,1713756027
374,noshiro,40.2039,140.0242,16.27,50,100,2.81,JP,1713756027
375,mizdah,31.4451,12.9801,15.28,71,63,2.67,LY,1713756027
376,guerrero negro,27.9769,-114.0611,15.96,83,0,6.72,MX,1713756028
377,al bawiti,28.3492,28.8659,17.94,49,21,3.4,EG,1713756028
378,callao,-12.0667,-77.15,20.71,90,40,4.23,PE,1713756028
379,kitimat,54.0524,-128.6534,5.11,99,100,2.26,CA,1713756028
380,lerwick,60.1545,-1.1494,8.05,96,100,4.53,GB,1713756029
381,alpine,32.835,-116.7664,17.04,73,1,0.64,US,1713756029
382,buulobarde,3.8538,45.5674,26.64,71,100,2.66,SO,1713756029
383,valparaiso,-33.0393,-71.6273,16.27,75,69,7.23,CL,1713756029
384,new albany,38.2856,-85.8241,6.05,65,61,2.14,US,1713755778
385,brisas de zicatela,15.8369,-97.0419,26.62,63,28,1.41,MX,1713756030
386,lae,-6.7221,146.9847,29.25,65,47,3.81,PG,1713756030
387,longboat key,27.4125,-82.659,23.97,86,100,5.02,US,1713756030
388,zouerate,22.7187,-12.4521,20.04,42,4,4.98,MR,1713756030
389,nouadhibou,20.931,-17.0347,18.56,85,23,9.68,MR,1713756031
390,saint-pierre,-21.3393,55.4781,25.46,83,1,1.79,RE,1713756031
391,kavieng,-2.5744,150.7967,30.31,65,41,3.72,PG,1713756031
392,ubatuba,-23.4339,-45.0711,17.28,87,0,1.63,BR,1713756031
393,palikir - national government center,6.9248,158.1611,28.2,78,28,8.5,FM,1713756031
394,essaouira,31.5125,-9.77,17.18,81,0,7.51,MA,1713756032
395,port blair,11.6667,92.75,32.35,55,53,0.9,IN,1713756032
396,utrik,11.2278,169.8474,27.34,76,93,7.92,MH,1713756032
397,benjamin constant,-4.3831,-70.0311,23.57,99,79,0.85,BR,1713756032
398,talara,-4.5772,-81.2719,22.41,82,89,3.25,PE,1713756033
399,fort st. john,56.2499,-120.8529,9.61,39,99,3.67,CA,1713756033
400,cabo san lucas,22.8909,-109.9124,21.51,64,0,6.12,MX,1713755597
401,matelandia,-25.2408,-53.9964,18.92,72,0,2.16,BR,1713756033
402,veraval,20.9,70.3667,27.1,56,100,5.53,IN,1713756034
403,tromso,69.6496,18.957,-10.15,86,25,5.73,NO,1713756034
404,tabou,4.423,-7.3528,26.4,89,95,3.09,CI,1713756034
405,urzhar,47.093,81.6294,20.09,29,0,2.56,KZ,1713756034
406,bemidji,47.4736,-94.8803,6.37,46,16,3.02,US,1713755837
407,acajutla,13.5928,-89.8275,28.45,77,6,1.96,SV,1713756035
408,sitka,57.0531,-135.33,7.72,88,99,1.87,US,1713756035
409,margate,51.3813,1.3862,6.49,70,8,6.06,GB,1713756035
410,dos palos,36.9861,-120.6266,21.35,54,34,1.98,US,1713755651
411,olinda,-8.0089,-34.8553,27.03,83,40,2.69,BR,1713756036
412,atherton,53.5237,-2.4935,6.57,82,100,1.42,GB,1713756036
413,oelwein,42.6733,-91.9135,7.01,53,0,2.11,US,1713756036
414,san patricio,28.017,-97.5169,17.34,69,20,4.09,US,1713756036
415,nuuk,64.1835,-51.7216,1.54,75,100,8.26,GL,1713756037
416,hammerfest,70.6634,23.6821,-7.35,89,13,6.19,NO,1713756037
417,singkil,-7.9855,111.4161,26.56,86,100,1.2,ID,1713756037
418,saint-francois,46.4154,3.9054,-2.49,96,8,2.2,FR,1713756037
419,gunjur,13.2019,-16.7339,20.73,87,57,5.62,GM,1713756038
420,aqsay,51.1678,52.995,17.21,60,99,5.63,KZ,1713756038
421,nyala,12.05,24.8833,27.27,25,34,3.77,SD,1713756038
422,malango,-2.9627,119.9001,29.56,56,43,1.55,ID,1713756038
423,alaghsas,17.0187,8.0168,28.67,21,46,1.34,NE,1713756038
424,swift current,50.2834,-107.8014,6.65,55,43,5.89,CA,1713756039
425,santa rosa de copan,14.7667,-88.7833,18.49,92,0,0.4,HN,1713756039
426,holualoa,19.6228,-155.9522,22.61,76,36,1.73,US,1713756039
427,seydi,39.4816,62.9137,26.36,17,3,1.67,TM,1713756039
428,orumiyeh,37.5527,45.0761,12.36,57,2,1.88,IR,1713756040
429,antalaha,-14.9003,50.2788,24.42,88,84,2.25,MG,1713756040
430,belyy yar,53.6039,91.3903,10.6,66,100,10.27,RU,1713756040
431,cidreira,-30.1811,-50.2056,19.73,83,36,3.08,BR,1713756040
432,enewetak,11.3474,162.3373,27.75,77,63,7.0,MH,1713756041
433,zorritos,-3.6805,-80.6782,24.66,80,100,0.91,PE,1713756041
434,yermakovskoye,53.2831,92.4003,4.12,91,100,2.11,RU,1713756041
435,aban,56.67,96.06,-0.03,97,100,5.42,RU,1713756041
436,sassnitz,54.5167,13.65,1.55,66,99,6.21,DE,1713756041
437,posadas,-27.3671,-55.8961,19.55,86,3,1.96,AR,1713756042
438,marsh harbour,26.5412,-77.0636,24.09,74,1,5.96,BS,1713756042
439,simanggang,1.2472,111.4528,32.43,60,87,0.51,MY,1713756042
440,sao luiz gonzaga,-28.4083,-54.9608,18.06,78,43,2.4,BR,1713756042
441,chebba,35.2372,11.115,15.02,68,100,8.22,TN,1713756043
442,craig,40.5153,-107.5464,11.44,36,98,1.91,US,1713756043
443,vilyuchinsk,52.9306,158.4028,2.28,80,66,0.76,RU,1713756043
444,cruzeiro do sul,-29.5128,-51.9853,16.74,96,28,1.06,BR,1713756043
445,illizi,26.4833,8.4667,27.67,11,92,2.63,DZ,1713756044
446,kobayashi,31.9833,130.9833,23.47,61,100,1.89,JP,1713756044
447,island harbour,50.724,-1.2758,4.79,80,86,3.69,GB,1713756044
448,agadez,19.75,10.25,28.0,11,35,4.69,NE,1713756044
449,tofol,5.3248,163.0078,28.47,80,71,6.46,FM,1713756045
450,horta,38.5333,-28.6333,15.56,76,100,2.79,PT,1713756045
451,namibe,-15.1961,12.1522,25.23,72,61,2.18,AO,1713756045
452,presidente venceslau,-21.8761,-51.8439,21.68,75,0,2.82,BR,1713756045
453,menongue,-14.6585,17.691,15.37,63,0,1.1,AO,1713756045
454,atarrabia,42.8323,-1.6074,2.34,95,8,4.17,ES,1713756046
455,umluj,25.0213,37.2685,24.78,60,0,4.83,SA,1713756046
456,new norfolk,-42.7826,147.0587,20.86,44,39,1.82,AU,1713756046
457,albertina,-22.2008,-46.6158,14.74,83,0,2.55,BR,1713756047
458,xishan,27.6667,113.5,20.96,83,99,0.56,CN,1713756047
459,geraldton,-28.7667,114.6,23.01,58,2,9.88,AU,1713756047
460,angaur state,6.906,134.13,28.5,83,97,9.27,PW,1713756048
461,mangrol,21.1167,70.1167,26.93,60,75,5.13,IN,1713756048
462,basoko,1.2391,23.616,22.51,78,79,2.03,CD,1713756048
463,sao vicente,-23.9631,-46.3919,21.06,81,0,0.99,BR,1713756049
464,cabugao,17.7931,120.4578,32.31,56,6,4.55,PH,1713756049
465,shenjiamen,29.9576,122.298,14.39,97,100,2.74,CN,1713756049
466,la ronge,55.1001,-105.2842,2.68,86,9,3.39,CA,1713756049
467,st. john's,47.5649,-52.7093,2.21,92,64,2.29,CA,1713755866
468,vilppula,62.0212,24.5048,-6.98,91,56,3.74,FI,1713756050
469,ciudad del este,-25.5167,-54.6167,20.16,78,0,1.94,PY,1713756050
470,greenville,35.6127,-77.3663,9.41,93,100,3.35,US,1713756050
471,mersa matruh,31.3525,27.2453,17.9,62,100,5.44,EG,1713756050
472,balsta,59.5671,17.5278,-1.97,77,74,4.92,SE,1713756051
473,quepos,9.4236,-84.1652,27.36,76,25,0.7,CR,1713756051
474,port hedland,-20.3167,118.5667,28.17,37,2,4.57,AU,1713756051
475,mabopane,-25.4977,28.1007,17.78,39,0,1.49,ZA,1713756051
476,lewiston orchards,46.3804,-116.9754,7.3,60,40,1.91,US,1713756052
477,perez,-32.9983,-60.7679,19.33,98,100,3.46,AR,1713756052
478,buckeye,33.3703,-112.5838,29.63,12,0,2.17,US,1713755831
479,emmett,43.8735,-116.4993,8.92,50,70,2.07,US,1713756052
480,kenai,60.5544,-151.2583,3.35,97,100,3.72,US,1713756052
481,mazagao,-0.115,-51.2894,23.89,98,100,0.53,BR,1713756053
482,ilhabela,-23.7781,-45.3581,20.0,90,11,1.69,BR,1713756053
483,sabang,5.8933,95.3214,29.14,75,94,2.95,ID,1713756054
484,jaisalmer,26.9147,70.9181,29.0,27,90,0.8,IN,1713756054
485,walvis bay,-22.9575,14.5053,19.41,57,0,4.64,NA,1713756054
486,puerto carreno,6.189,-67.4859,27.78,76,100,2.23,CO,1713755942
487,tanjung pandan,-2.75,107.65,30.14,71,87,2.41,ID,1713756054
488,noyabrsk,63.1994,75.4507,-13.11,87,100,8.5,RU,1713756055
489,stansbury park,40.6377,-112.2961,17.75,34,80,4.22,US,1713756055
490,neyriz,29.1988,54.3278,17.37,48,99,1.48,IR,1713756055
491,yangambi,0.8102,24.4336,20.98,80,33,1.13,CD,1713756055
492,acapulco de juarez,16.8634,-99.8901,22.99,69,0,1.08,MX,1713756056
493,chichihualco,17.6833,-99.65,22.18,49,0,3.55,MX,1713756056
494,jayapura,-2.5333,140.7,27.97,67,64,2.76,ID,1713756056
495,aral,40.5156,81.2636,22.47,22,76,2.83,CN,1713756056
496,afaahiti,-17.75,-149.2833,26.88,77,39,1.18,PF,1713756056
497,dubovskoye,47.4092,42.7575,9.31,87,22,3.06,RU,1713756057
498,kisangani,0.5167,25.2,21.41,83,31,0.85,CD,1713756057
499,ghanzi,-21.5667,21.7833,19.54,37,0,2.59,BW,1713756058
500,winton,37.3894,-120.6133,19.92,72,14,2.6,US,1713756058
501,taradale,-39.5333,176.85,15.8,71,26,3.88,NZ,1713756058
502,berdigestyakh,62.0989,126.6992,0.39,95,100,3.47,RU,1713756058
503,balaguer,41.7912,0.8109,9.65,61,94,0.97,ES,1713756058
504,boa vista,2.8197,-60.6733,25.04,87,100,2.01,BR,1713756059
505,mesyagutovo,55.5303,58.2528,15.62,76,100,4.26,RU,1713756059
506,ciudad lazaro cardenas,17.9583,-102.2,23.93,78,0,0.53,MX,1713755918
507,puerto leguizamo,-0.1934,-74.7819,23.74,98,100,0.7,CO,1713756059
508,caleta de carquin,-11.0925,-77.6267,20.66,89,84,3.44,PE,1713756060
509,midvagur,62.0511,-7.1939,4.28,87,100,4.78,FO,1713756060
510,trairi,-3.2778,-39.2689,24.29,94,100,2.63,BR,1713756060
511,poltavka,54.3663,71.7632,11.68,49,99,5.23,RU,1713756061
512,garoowe,8.4054,48.4845,25.64,71,85,3.64,SO,1713756061
513,cooma,-36.2333,149.1333,22.4,23,0,1.54,AU,1713756062
514,laktasi,44.9081,17.3008,1.12,90,37,2.75,BA,1713756062
515,krasnoyarskaya,47.6501,42.0443,9.05,87,0,2.43,RU,1713756062
516,tintafor,8.6267,-13.215,26.05,86,91,1.8,SL,1713756062
517,kabompo,-13.5927,24.2008,14.74,78,0,2.18,ZM,1713756063
518,polyarnyy,69.1989,33.4478,-14.48,93,68,4.02,RU,1713756063
519,odienne,9.51,-7.5692,24.67,84,100,1.64,CI,1713756063
520,hamilton,39.1834,-84.5333,5.55,64,71,0.94,US,1713755745
521,nikolayevsk-on-amure,53.1406,140.73,2.98,75,99,1.55,RU,1713756064
522,guanambi,-14.2233,-42.7814,21.21,80,2,2.53,BR,1713756064
523,milledgeville,33.0801,-83.2321,11.94,93,77,1.23,US,1713756065
524,junction city,39.0286,-96.8314,8.83,45,0,3.2,US,1713756065
525,lazaro cardenas,17.9583,-102.2,23.93,78,0,0.53,MX,1713755918
526,hede,33.7681,120.2517,20.28,56,0,3.71,CN,1713756066
527,porto novo,6.4965,2.6036,27.23,85,100,1.73,BJ,1713756066
528,thames,-37.1333,175.5333,18.97,67,10,6.07,NZ,1713756066
529,sona,45.4388,10.8255,7.45,74,100,6.76,IT,1713756066
530,mucuri,-18.0864,-39.5508,24.89,83,50,5.05,BR,1713756067
531,salalah,17.0151,54.0924,26.31,79,14,1.55,OM,1713756067
532,laojunmiao,39.8333,97.7333,6.79,20,0,4.22,CN,1713756067
533,mar del plata,-38.0023,-57.5575,13.38,60,100,6.58,AR,1713756068
534,melekeok village,7.4957,134.6367,29.61,74,95,7.63,PW,1713756068
535,kailua-kona,19.6406,-155.9956,24.48,73,26,1.84,US,1713756068
536,sidi khaled,34.387,4.9879,16.23,47,3,2.65,DZ,1713756068
537,kyzyl-kyya,40.2568,72.1279,19.17,56,100,1.13,KG,1713756068
538,okhotsk,59.3833,143.3,0.33,91,100,2.79,RU,1713756069
539,bayanaul,50.7889,75.6956,17.32,49,0,3.8,KZ,1713756069
540,port saint john's,-31.6229,29.5448,21.75,90,100,3.9,ZA,1713756069
541,nova sintra,14.8667,-24.7167,22.96,71,98,7.27,CV,1713756069
542,den burg,53.0542,4.7972,7.76,62,86,7.76,NL,1713756070
543,kayangel,8.0823,134.7173,28.53,79,96,8.52,PW,1713756070
544,comalapa,14.7411,-90.8875,15.64,76,67,0.54,GT,1713756070
545,howard springs,-12.497,131.047,30.98,38,53,3.8,AU,1713756070
546,kidal,18.4411,1.4078,29.53,9,2,4.3,ML,1713756071
547,juticalpa,14.65,-86.2,25.11,73,49,2.51,HN,1713756071
548,novyye lapsary,56.0685,47.2142,11.24,90,100,4.87,RU,1713756071
549,katsuura,35.1333,140.3,16.5,90,100,7.68,JP,1713756071
550,kodinsk,58.6881,99.1844,1.47,70,100,3.75,RU,1713756072
551,yakeshi,49.2833,120.7333,9.8,49,100,7.72,CN,1713756072
552,zagora,30.3484,-5.8365,15.1,52,7,1.92,MA,1713756072
553,hirara,24.8,125.2833,26.11,86,100,7.28,JP,1713756072
554,najran,17.4924,44.1277,23.63,40,99,1.74,SA,1713756072
555,hit,33.6416,42.8251,22.62,40,73,4.99,IQ,1713756073
556,tabuk,17.4189,121.4443,34.76,27,8,4.43,PH,1713756073
557,ati,13.2154,18.3353,29.27,13,13,3.82,TD,1713756073
558,obihiro,42.9172,143.2044,13.51,51,83,2.26,JP,1713756073
559,camacupa,-12.0167,17.4833,17.6,68,72,1.52,AO,1713756074
560,sakiet sidi youssef,36.2229,8.3555,5.19,91,76,1.32,TN,1713756074
561,derzhavinsk,51.1,66.3167,18.87,53,2,2.76,KZ,1713756074
562,gulf shores,30.246,-87.7008,16.52,58,0,5.82,US,1713756074
563,nantucket,41.2835,-70.0995,8.57,69,100,7.61,US,1713755806
564,zhob,31.3411,69.4481,19.1,35,0,1.65,PK,1713756075
565,dakhla,23.6848,-15.958,18.02,90,17,9.2,EH,1713756075
566,tagab,34.855,69.6492,14.98,49,16,1.5,AF,1713756075
567,saint-louis,16.3333,-15.0,20.12,67,16,5.14,SN,1713756075
568,susuman,62.7833,148.1667,-3.6,78,54,0.59,RU,1713756076
569,bowen,-20.0167,148.2333,26.76,62,11,7.53,AU,1713756076
570,kismayo,-0.3582,42.5454,25.53,91,100,2.48,SO,1713756076
571,muskegon,43.3,-86.1334,4.7,68,57,2.57,US,1713755777
572,beloyarskiy,63.7119,66.6722,-11.67,82,65,2.97,RU,1713756077
573,villa emilio carranza,19.9667,-96.6,24.64,91,100,5.04,MX,1713756077
574,pauini,-7.7136,-66.9764,23.25,100,94,1.21,BR,1713756077
575,charters towers,-20.1,146.2667,26.8,32,0,5.26,AU,1713756077
576,mao,39.8885,4.2658,12.63,58,39,8.18,ES,1713756077
577,dongola,19.1667,30.4833,25.24,10,0,4.81,SD,1713756078
578,takoradi,4.8845,-1.7554,27.54,88,100,3.4,GH,1713756078
579,labytnangi,66.6572,66.4183,-14.86,83,17,3.28,RU,1713756079
580,maragogi,-9.0122,-35.2225,25.43,89,45,0.51,BR,1713756079
581,harper,4.375,-7.7169,26.81,87,86,3.41,LR,1713756079
582,nagqu,31.5,92.0,5.94,17,42,9.3,CN,1713756079
583,houlton,46.1262,-67.8403,1.6,79,67,1.98,US,1713755827
584,asbe teferi,9.0833,40.8667,16.59,80,100,0.8,ET,1713756080
585,viedma,-40.8135,-62.9967,10.98,74,100,2.51,AR,1713756080
586,loreto,22.2667,-101.9667,17.76,72,24,7.79,MX,1713755826
587,smara,26.7384,-11.6719,15.54,84,94,3.49,EH,1713756080
588,shubarshi,48.5872,57.1869,17.03,52,0,5.28,KZ,1713756081
589,labrador city,52.9463,-66.9114,-3.9,75,76,2.79,CA,1713756081
590,bengkulu,-3.8004,102.2655,30.02,68,91,0.58,ID,1713756081
591,krupina,48.3554,19.0647,1.81,100,100,0.96,SK,1713756081
592,tazacorte,28.629,-17.9293,19.86,72,100,2.37,ES,1713756082
593,tindouf,27.6711,-8.1474,14.32,76,31,4.78,DZ,1713756082
594,priozersk,61.0393,30.1291,-0.31,94,100,8.73,RU,1713756082
